DataID,Sensor/Actuator Name,Sensor/Actuator Type,Sensor Location,Date of Read,Sensor/Actuator Value
19852,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,88
19853,temp1,temp1,Hydroponics farm,06/12/2020 12:30,35
19854,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,31
19855,temp2,temp2,Hydroponics farm,06/12/2020 12:30,25
19856,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,67
19857,temp1,temp1,Hydroponics farm,06/12/2020 12:30,32
19858,ldr,ldr,Hydroponics farm,06/12/2020 12:30,363
19859,heater,heater,Hydroponics farm,06/12/2020 12:30,1
19860,pump,pump,Hydroponics farm,06/12/2020 12:30,0
19861,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,46
19862,temp2,temp2,Hydroponics farm,06/12/2020 12:30,24
19863,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,86
19864,temp1,temp1,Hydroponics farm,06/12/2020 12:30,35
19865,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,5
19866,temp2,temp2,Hydroponics farm,06/12/2020 12:30,25
19867,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,83
19868,temp1,temp1,Hydroponics farm,06/12/2020 12:30,34
19869,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,50
19870,temp2,temp2,Hydroponics farm,06/12/2020 12:30,30
19871,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,77
19872,temp1,temp1,Hydroponics farm,06/12/2020 12:30,33
19873,ldr,ldr,Hydroponics farm,06/12/2020 12:30,270
19874,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,31
19875,temp2,temp2,Hydroponics farm,06/12/2020 12:30,30
19876,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,41
19877,temp1,temp1,Hydroponics farm,06/12/2020 12:30,37
19878,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,46
19879,temp2,temp2,Hydroponics farm,06/12/2020 12:30,21
19880,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,41
19881,temp1,temp1,Hydroponics farm,06/12/2020 12:30,40
19882,heater,heater,Hydroponics farm,06/12/2020 12:30,1
19883,pump,pump,Hydroponics farm,06/12/2020 12:30,0
19884,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,42
19885,temp2,temp2,Hydroponics farm,06/12/2020 12:30,23
19886,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,93
19887,temp1,temp1,Hydroponics farm,06/12/2020 12:30,32
19888,ldr,ldr,Hydroponics farm,06/12/2020 12:30,37
19889,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,27
19890,temp2,temp2,Hydroponics farm,06/12/2020 12:30,27
19891,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,93
19892,temp1,temp1,Hydroponics farm,06/12/2020 12:30,40
19893,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,40
19894,temp2,temp2,Hydroponics farm,06/12/2020 12:30,24
19895,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,92
19896,temp1,temp1,Hydroponics farm,06/12/2020 12:30,35
19897,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,38
19898,temp2,temp2,Hydroponics farm,06/12/2020 12:30,22
19899,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,70
19900,temp1,temp1,Hydroponics farm,06/12/2020 12:30,32
19901,ldr,ldr,Hydroponics farm,06/12/2020 12:30,310
19902,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,16
19903,temp2,temp2,Hydroponics farm,06/12/2020 12:30,26
19904,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,77
19905,temp1,temp1,Hydroponics farm,06/12/2020 12:30,40
19906,heater,heater,Hydroponics farm,06/12/2020 12:30,0
19907,pump,pump,Hydroponics farm,06/12/2020 12:30,1
19908,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,25
19909,temp2,temp2,Hydroponics farm,06/12/2020 12:30,25
19910,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,78
19911,temp1,temp1,Hydroponics farm,06/12/2020 12:30,36
19912,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,33
19913,temp2,temp2,Hydroponics farm,06/12/2020 12:30,21
19914,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,61
19915,temp1,temp1,Hydroponics farm,06/12/2020 12:30,30
19916,ldr,ldr,Hydroponics farm,06/12/2020 12:30,301
19917,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,46
19918,temp2,temp2,Hydroponics farm,06/12/2020 12:30,29
19919,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,72
19920,temp1,temp1,Hydroponics farm,06/12/2020 12:30,38
19921,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,16
19922,temp2,temp2,Hydroponics farm,06/12/2020 12:30,27
19923,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,54
19924,temp1,temp1,Hydroponics farm,06/12/2020 12:30,39
19925,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,40
19926,temp2,temp2,Hydroponics farm,06/12/2020 12:30,22
19927,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,71
19928,temp1,temp1,Hydroponics farm,06/12/2020 12:30,32
19929,ldr,ldr,Hydroponics farm,06/12/2020 12:30,47
19930,heater,heater,Hydroponics farm,06/12/2020 12:30,0
19931,pump,pump,Hydroponics farm,06/12/2020 12:30,0
19932,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,9
19933,temp2,temp2,Hydroponics farm,06/12/2020 12:30,30
19934,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,100
19935,temp1,temp1,Hydroponics farm,06/12/2020 12:30,38
19936,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,8
19937,temp2,temp2,Hydroponics farm,06/12/2020 12:30,26
19938,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,56
19939,temp1,temp1,Hydroponics farm,06/12/2020 12:30,40
19940,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,18
19941,temp2,temp2,Hydroponics farm,06/12/2020 12:30,30
19942,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,46
19943,temp1,temp1,Hydroponics farm,06/12/2020 12:30,34
19944,ldr,ldr,Hydroponics farm,06/12/2020 12:30,301
19945,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,45
19946,temp2,temp2,Hydroponics farm,06/12/2020 12:30,30
19947,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,85
19948,temp1,temp1,Hydroponics farm,06/12/2020 12:30,40
19949,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,59
19950,temp2,temp2,Hydroponics farm,06/12/2020 12:30,25
19951,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,72
19952,temp1,temp1,Hydroponics farm,06/12/2020 12:30,38
19953,heater,heater,Hydroponics farm,06/12/2020 12:30,0
19954,pump,pump,Hydroponics farm,06/12/2020 12:30,0
19955,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,24
19956,temp2,temp2,Hydroponics farm,06/12/2020 12:30,26
19957,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,49
19958,temp1,temp1,Hydroponics farm,06/12/2020 12:30,37
19959,ldr,ldr,Hydroponics farm,06/12/2020 12:30,843
19960,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,17
19961,temp2,temp2,Hydroponics farm,06/12/2020 12:30,20
19962,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,48
19963,temp1,temp1,Hydroponics farm,06/12/2020 12:30,35
19964,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,20
19965,temp2,temp2,Hydroponics farm,06/12/2020 12:30,24
19966,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,79
19967,temp1,temp1,Hydroponics farm,06/12/2020 12:30,31
19968,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,21
19969,temp2,temp2,Hydroponics farm,06/12/2020 12:30,24
19970,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,80
19971,temp1,temp1,Hydroponics farm,06/12/2020 12:30,32
19972,ldr,ldr,Hydroponics farm,06/12/2020 12:30,283
19973,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,14
19974,temp2,temp2,Hydroponics farm,06/12/2020 12:30,22
19975,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,97
19976,temp1,temp1,Hydroponics farm,06/12/2020 12:30,36
19977,heater,heater,Hydroponics farm,06/12/2020 12:30,1
19978,pump,pump,Hydroponics farm,06/12/2020 12:30,0
19979,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,25
19980,temp2,temp2,Hydroponics farm,06/12/2020 12:30,30
19981,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,41
19982,temp1,temp1,Hydroponics farm,06/12/2020 12:30,37
19983,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,37
19984,temp2,temp2,Hydroponics farm,06/12/2020 12:30,26
19985,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,62
19986,temp1,temp1,Hydroponics farm,06/12/2020 12:30,33
19987,ldr,ldr,Hydroponics farm,06/12/2020 12:30,72
19988,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,6
19989,temp2,temp2,Hydroponics farm,06/12/2020 12:30,25
19990,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,96
19991,temp1,temp1,Hydroponics farm,06/12/2020 12:30,38
19992,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,36
19993,temp2,temp2,Hydroponics farm,06/12/2020 12:30,22
19994,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,87
19995,temp1,temp1,Hydroponics farm,06/12/2020 12:30,33
19996,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,24
19997,temp2,temp2,Hydroponics farm,06/12/2020 12:30,21
19998,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,73
19999,temp1,temp1,Hydroponics farm,06/12/2020 12:30,36
20000,ldr,ldr,Hydroponics farm,06/12/2020 12:30,612
20001,heater,heater,Hydroponics farm,06/12/2020 12:30,1
20002,pump,pump,Hydroponics farm,06/12/2020 12:30,0
20003,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,18
20004,temp2,temp2,Hydroponics farm,06/12/2020 12:30,23
20005,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,68
20006,temp1,temp1,Hydroponics farm,06/12/2020 12:30,38
20007,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,43
20008,temp2,temp2,Hydroponics farm,06/12/2020 12:30,29
20009,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,55
20010,temp1,temp1,Hydroponics farm,06/12/2020 12:30,35
20011,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,23
20012,temp2,temp2,Hydroponics farm,06/12/2020 12:30,23
20013,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,96
20014,temp1,temp1,Hydroponics farm,06/12/2020 12:30,37
20015,ldr,ldr,Hydroponics farm,06/12/2020 12:30,980
20016,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,6
20017,temp2,temp2,Hydroponics farm,06/12/2020 12:30,27
20018,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,63
20019,temp1,temp1,Hydroponics farm,06/12/2020 12:30,39
20020,humidity1,humidity1,Hydroponics farm,06/12/2020 12:30,17
20021,temp2,temp2,Hydroponics farm,06/12/2020 12:30,30
20022,humidity2,humidity2,Hydroponics farm,06/12/2020 12:30,47
20023,temp1,temp1,Hydroponics farm,06/12/2020 12:30,31
20024,heater,heater,Hydroponics farm,06/12/2020 12:31,1
20025,pump,pump,Hydroponics farm,06/12/2020 12:31,1
20026,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,57
20027,temp2,temp2,Hydroponics farm,06/12/2020 12:31,23
20028,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,54
20029,temp1,temp1,Hydroponics farm,06/12/2020 12:31,36
20030,ldr,ldr,Hydroponics farm,06/12/2020 12:31,909
20031,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,38
20032,temp2,temp2,Hydroponics farm,06/12/2020 12:31,23
20033,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,97
20034,temp1,temp1,Hydroponics farm,06/12/2020 12:31,36
20035,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,13
20036,temp2,temp2,Hydroponics farm,06/12/2020 12:31,26
20037,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,59
20038,temp1,temp1,Hydroponics farm,06/12/2020 12:31,31
20039,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,52
20040,temp2,temp2,Hydroponics farm,06/12/2020 12:31,23
20041,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,66
20042,temp1,temp1,Hydroponics farm,06/12/2020 12:31,30
20043,ldr,ldr,Hydroponics farm,06/12/2020 12:31,308
20044,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,41
20045,temp2,temp2,Hydroponics farm,06/12/2020 12:31,28
20046,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,87
20047,temp1,temp1,Hydroponics farm,06/12/2020 12:31,38
20048,heater,heater,Hydroponics farm,06/12/2020 12:31,0
20049,pump,pump,Hydroponics farm,06/12/2020 12:31,0
20050,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,44
20051,temp2,temp2,Hydroponics farm,06/12/2020 12:31,27
20052,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,70
20053,temp1,temp1,Hydroponics farm,06/12/2020 12:31,38
20054,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,24
20055,temp2,temp2,Hydroponics farm,06/12/2020 12:31,26
20056,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,51
20057,temp1,temp1,Hydroponics farm,06/12/2020 12:31,38
20058,ldr,ldr,Hydroponics farm,06/12/2020 12:31,713
20059,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,46
20060,temp2,temp2,Hydroponics farm,06/12/2020 12:31,28
20061,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,51
20062,temp1,temp1,Hydroponics farm,06/12/2020 12:31,33
20063,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,55
20064,temp2,temp2,Hydroponics farm,06/12/2020 12:31,26
20065,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,100
20066,temp1,temp1,Hydroponics farm,06/12/2020 12:31,37
20067,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,5
20068,temp2,temp2,Hydroponics farm,06/12/2020 12:31,30
20069,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,75
20070,temp1,temp1,Hydroponics farm,06/12/2020 12:31,30
20071,ldr,ldr,Hydroponics farm,06/12/2020 12:31,135
20072,heater,heater,Hydroponics farm,06/12/2020 12:31,0
20073,pump,pump,Hydroponics farm,06/12/2020 12:31,1
20074,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,29
20075,temp2,temp2,Hydroponics farm,06/12/2020 12:31,25
20076,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,89
20077,temp1,temp1,Hydroponics farm,06/12/2020 12:31,34
20078,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,43
20079,temp2,temp2,Hydroponics farm,06/12/2020 12:31,21
20080,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,60
20081,temp1,temp1,Hydroponics farm,06/12/2020 12:31,39
20082,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,5
20083,temp2,temp2,Hydroponics farm,06/12/2020 12:31,20
20084,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,41
20085,temp1,temp1,Hydroponics farm,06/12/2020 12:31,31
20086,ldr,ldr,Hydroponics farm,06/12/2020 12:31,200
20087,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,51
20088,temp2,temp2,Hydroponics farm,06/12/2020 12:31,23
20089,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,53
20090,temp1,temp1,Hydroponics farm,06/12/2020 12:31,32
20091,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,14
20092,temp2,temp2,Hydroponics farm,06/12/2020 12:31,22
20093,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,80
20094,temp1,temp1,Hydroponics farm,06/12/2020 12:31,31
20095,heater,heater,Hydroponics farm,06/12/2020 12:31,1
20096,pump,pump,Hydroponics farm,06/12/2020 12:31,1
20097,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,26
20098,temp2,temp2,Hydroponics farm,06/12/2020 12:31,29
20099,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,46
20100,temp1,temp1,Hydroponics farm,06/12/2020 12:31,30
20101,ldr,ldr,Hydroponics farm,06/12/2020 12:31,306
20102,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,57
20103,temp2,temp2,Hydroponics farm,06/12/2020 12:31,22
20104,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,89
20105,temp1,temp1,Hydroponics farm,06/12/2020 12:31,38
20106,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,34
20107,temp2,temp2,Hydroponics farm,06/12/2020 12:31,24
20108,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,85
20109,temp1,temp1,Hydroponics farm,06/12/2020 12:31,34
20110,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,55
20111,temp2,temp2,Hydroponics farm,06/12/2020 12:31,29
20112,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,49
20113,temp1,temp1,Hydroponics farm,06/12/2020 12:31,40
20114,ldr,ldr,Hydroponics farm,06/12/2020 12:31,907
20115,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,35
20116,temp2,temp2,Hydroponics farm,06/12/2020 12:31,26
20117,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,83
20118,temp1,temp1,Hydroponics farm,06/12/2020 12:31,35
20119,heater,heater,Hydroponics farm,06/12/2020 12:31,0
20120,pump,pump,Hydroponics farm,06/12/2020 12:31,1
20121,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,51
20122,temp2,temp2,Hydroponics farm,06/12/2020 12:31,27
20123,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,67
20124,temp1,temp1,Hydroponics farm,06/12/2020 12:31,30
20125,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,38
20126,temp2,temp2,Hydroponics farm,06/12/2020 12:31,28
20127,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,83
20128,temp1,temp1,Hydroponics farm,06/12/2020 12:31,36
20129,ldr,ldr,Hydroponics farm,06/12/2020 12:31,849
20130,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,21
20131,temp2,temp2,Hydroponics farm,06/12/2020 12:31,28
20132,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,59
20133,temp1,temp1,Hydroponics farm,06/12/2020 12:31,37
20134,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,27
20135,temp2,temp2,Hydroponics farm,06/12/2020 12:31,27
20136,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,71
20137,temp1,temp1,Hydroponics farm,06/12/2020 12:31,40
20138,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,24
20139,temp2,temp2,Hydroponics farm,06/12/2020 12:31,20
20140,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,83
20141,temp1,temp1,Hydroponics farm,06/12/2020 12:31,30
20142,ldr,ldr,Hydroponics farm,06/12/2020 12:31,343
20143,heater,heater,Hydroponics farm,06/12/2020 12:31,0
20144,pump,pump,Hydroponics farm,06/12/2020 12:31,1
20145,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,20
20146,temp2,temp2,Hydroponics farm,06/12/2020 12:31,20
20147,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,55
20148,temp1,temp1,Hydroponics farm,06/12/2020 12:31,35
20149,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,21
20150,temp2,temp2,Hydroponics farm,06/12/2020 12:31,20
20151,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,49
20152,temp1,temp1,Hydroponics farm,06/12/2020 12:31,30
20153,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,30
20154,temp2,temp2,Hydroponics farm,06/12/2020 12:31,30
20155,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,66
20156,temp1,temp1,Hydroponics farm,06/12/2020 12:31,40
20157,ldr,ldr,Hydroponics farm,06/12/2020 12:31,685
20158,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,16
20159,temp2,temp2,Hydroponics farm,06/12/2020 12:31,24
20160,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,87
20161,temp1,temp1,Hydroponics farm,06/12/2020 12:31,35
20162,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,39
20163,temp2,temp2,Hydroponics farm,06/12/2020 12:31,27
20164,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,60
20165,temp1,temp1,Hydroponics farm,06/12/2020 12:31,37
20166,heater,heater,Hydroponics farm,06/12/2020 12:31,0
20167,pump,pump,Hydroponics farm,06/12/2020 12:31,0
20168,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,49
20169,temp2,temp2,Hydroponics farm,06/12/2020 12:31,24
20170,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,50
20171,temp1,temp1,Hydroponics farm,06/12/2020 12:31,39
20172,ldr,ldr,Hydroponics farm,06/12/2020 12:31,979
20173,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,44
20174,temp2,temp2,Hydroponics farm,06/12/2020 12:31,25
20175,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,43
20176,temp1,temp1,Hydroponics farm,06/12/2020 12:31,39
20177,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,51
20178,temp2,temp2,Hydroponics farm,06/12/2020 12:31,23
20179,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,96
20180,temp1,temp1,Hydroponics farm,06/12/2020 12:31,33
20181,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,58
20182,temp2,temp2,Hydroponics farm,06/12/2020 12:31,20
20183,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,49
20184,temp1,temp1,Hydroponics farm,06/12/2020 12:31,30
20185,ldr,ldr,Hydroponics farm,06/12/2020 12:31,122
20186,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,21
20187,temp2,temp2,Hydroponics farm,06/12/2020 12:31,28
20188,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,42
20189,temp1,temp1,Hydroponics farm,06/12/2020 12:31,30
20190,heater,heater,Hydroponics farm,06/12/2020 12:31,0
20191,pump,pump,Hydroponics farm,06/12/2020 12:31,0
20192,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,7
20193,temp2,temp2,Hydroponics farm,06/12/2020 12:31,27
20194,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,89
20195,temp1,temp1,Hydroponics farm,06/12/2020 12:31,37
20196,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,19
20197,temp2,temp2,Hydroponics farm,06/12/2020 12:31,29
20198,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,54
20199,temp1,temp1,Hydroponics farm,06/12/2020 12:31,32
20200,ldr,ldr,Hydroponics farm,06/12/2020 12:31,25
20201,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,53
20202,temp2,temp2,Hydroponics farm,06/12/2020 12:31,24
20203,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,88
20204,temp1,temp1,Hydroponics farm,06/12/2020 12:31,40
20205,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,11
20206,temp2,temp2,Hydroponics farm,06/12/2020 12:31,27
20207,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,67
20208,temp1,temp1,Hydroponics farm,06/12/2020 12:31,40
20209,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,27
20210,temp2,temp2,Hydroponics farm,06/12/2020 12:31,29
20211,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,73
20212,temp1,temp1,Hydroponics farm,06/12/2020 12:31,31
20213,ldr,ldr,Hydroponics farm,06/12/2020 12:31,350
20214,heater,heater,Hydroponics farm,06/12/2020 12:31,1
20215,pump,pump,Hydroponics farm,06/12/2020 12:31,1
20216,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,42
20217,temp2,temp2,Hydroponics farm,06/12/2020 12:31,22
20218,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,65
20219,temp1,temp1,Hydroponics farm,06/12/2020 12:31,38
20220,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,16
20221,temp2,temp2,Hydroponics farm,06/12/2020 12:31,25
20222,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,55
20223,temp1,temp1,Hydroponics farm,06/12/2020 12:31,33
20224,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,41
20225,temp2,temp2,Hydroponics farm,06/12/2020 12:31,20
20226,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,64
20227,temp1,temp1,Hydroponics farm,06/12/2020 12:31,31
20228,ldr,ldr,Hydroponics farm,06/12/2020 12:31,359
20229,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,32
20230,temp2,temp2,Hydroponics farm,06/12/2020 12:31,28
20231,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,60
20232,temp1,temp1,Hydroponics farm,06/12/2020 12:31,36
20233,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,39
20234,temp2,temp2,Hydroponics farm,06/12/2020 12:31,20
20235,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,65
20236,temp1,temp1,Hydroponics farm,06/12/2020 12:31,38
20237,heater,heater,Hydroponics farm,06/12/2020 12:31,1
20238,pump,pump,Hydroponics farm,06/12/2020 12:31,0
20239,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,43
20240,temp2,temp2,Hydroponics farm,06/12/2020 12:31,21
20241,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,62
20242,temp1,temp1,Hydroponics farm,06/12/2020 12:31,33
20243,ldr,ldr,Hydroponics farm,06/12/2020 12:31,24
20244,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,47
20245,temp2,temp2,Hydroponics farm,06/12/2020 12:31,28
20246,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,68
20247,temp1,temp1,Hydroponics farm,06/12/2020 12:31,39
20248,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,53
20249,temp2,temp2,Hydroponics farm,06/12/2020 12:31,21
20250,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,55
20251,temp1,temp1,Hydroponics farm,06/12/2020 12:31,33
20252,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,46
20253,temp2,temp2,Hydroponics farm,06/12/2020 12:31,26
20254,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,73
20255,temp1,temp1,Hydroponics farm,06/12/2020 12:31,38
20256,ldr,ldr,Hydroponics farm,06/12/2020 12:31,974
20257,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,35
20258,temp2,temp2,Hydroponics farm,06/12/2020 12:31,24
20259,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,60
20260,temp1,temp1,Hydroponics farm,06/12/2020 12:31,30
20261,heater,heater,Hydroponics farm,06/12/2020 12:31,1
20262,pump,pump,Hydroponics farm,06/12/2020 12:31,0
20263,humidity1,humidity1,Hydroponics farm,06/12/2020 12:31,16
20264,temp2,temp2,Hydroponics farm,06/12/2020 12:31,30
20265,humidity2,humidity2,Hydroponics farm,06/12/2020 12:31,60
